Shannon	Bovine_meat	Pig_meat	Poultry_meat	Total_meat	Antimicrobial_usage_in_livestock	Chickens	Cattle	Swine	Total_livestock	Economic_level	Pesticides_usage	Soyabeans	Wheat	Maize	Potatoes	Rice	Cattle_N_to_soils	Chickens_N_to_soils	Swine_N_to_soils	GDP_growth	Cattle_manure_N_content	Chickens_manure_N_content	Swine_manure_N_content	Human_population
6.85501	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.47448	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.07353	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.63595	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.14297	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.9874	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.09781	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.13336	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.42541	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.6234	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.97677	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.75997	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.29605	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.17907	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.23015	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.65433	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.74446	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.15019	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.70008	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.04572	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.60203	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.21578	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.64984	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.339	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.38164	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.05028	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.51933	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.56676	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.49113	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.50396	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.47394	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.25347	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.17428	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.5478	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.85229	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.61972	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.64154	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.32842	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.8528	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.09644	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.97968	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
4.63577	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.75038	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.8119	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.93204	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.06001	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
4.72939	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.12465	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.69073	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.48039	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.87476	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.00548	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.02934	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.22132	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.16248	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.99011	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.98701	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.13426	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.63423	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.20294	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.3379	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.38172	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.35322	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.66584	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.11651	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.03053	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.40099	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.43053	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.76203	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.93315	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.74352	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.03004	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.01488	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.00133	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.2824	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.46615	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.82086	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.2209	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.94562	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.73928	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.2624	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.51138	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.32236	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.82442	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.34877	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.51663	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.97934	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
6.32268	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
7.16645	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
5.60387	12911	109968	41456	164335	392.55467	5182245000.0	63417929	433709796	5679372725	9877.591533	2.17	8415791.0	24268721.0	42158995.0	4760724.0	30460956.0	698257326.9	1287552250.0	1443318567.0	6.74977383	3963704663.0	2374243500.0	1782092607.0	1448928.199
